"Team","Shot_Type","Sub_Type","X","Y","Shot_Outcome"
"Sydney Kings","2pt","Pull Up Jump Shot",16.93,28.05,"Make"
"Perth Wildcats","3pt","Step Back Jump Shot",87.33,4.88,"Make"
"Sydney Kings","2pt","Dunk",7.44,50.3,"Make"
"Perth Wildcats","2pt","Pull Up Jump Shot",76.7,55.79,"Make"
"Sydney Kings","2pt","Layup",6.46,42.68,"Miss"
"Perth Wildcats","2pt","Driving Layup",92.8,52.44,"Miss"
"Perth Wildcats","3pt","Jump Shot",70.89,78.51,"Miss"
"Sydney Kings","2pt","Driving Layup",8.59,48.32,"Make"
"Perth Wildcats","3pt","Jump Shot",68.68,50.3,"Miss"
"Perth Wildcats","3pt","Pull Up Jump Shot",78.5,12.04,"Miss"
"Perth Wildcats","3pt","Jump Shot",73.43,77.44,"Miss"
"Tasmania JackJumpers","3pt","Jump Shot",6.54,3.35,"Make"
"Cairns Taipans","2pt","Driving Layup",90.19,31.4,"Make"
"Cairns Taipans","2pt","Driving Layup",94.11,40.7,"Make"
"Cairns Taipans","2pt","Step Back Jump Shot",93.3,43.6,"Miss"
"Cairns Taipans","2pt","Driving Layup",92.89,39.18,"Miss"
"Tasmania JackJumpers","3pt","Jump Shot",23.88,84.6,"Miss"
"Cairns Taipans","3pt","Pull Up Jump Shot",81.03,7.16,"Miss"
"Tasmania JackJumpers","2pt","Driving Layup",8.26,42.99,"Make"
"Tasmania JackJumpers","2pt","Driving Layup",8.18,45.58,"Make"
"Cairns Taipans","3pt","Pull Up Jump Shot",67.87,33.69,"Miss"
"Tasmania JackJumpers","3pt","Pull Up Jump Shot",26.57,10.21,"Make"
"Tasmania JackJumpers","3pt","Jump Shot",21.42,8.08,"Miss"
"Tasmania JackJumpers","2pt","Layup",6.38,55.03,"Miss"
"Tasmania JackJumpers","2pt","Dunk",6.05,44.97,"Make"
"Cairns Taipans","2pt","Layup",93.3,42.84,"Miss"
"Tasmania JackJumpers","2pt","Turn Around Jump Shot",4.74,18.6,"Miss"
"Tasmania JackJumpers","2pt","Layup",8.01,38.57,"Miss"
"Tasmania JackJumpers","2pt","Driving Layup",8.34,54.27,"Miss"
"Cairns Taipans","2pt","Layup",90.84,46.19,"Make"
"Tasmania JackJumpers","2pt","Jump Shot",19.3,35.06,"Make"
"Cairns Taipans","2pt","Driving Layup",91.58,58.38,"Miss"
"Cairns Taipans","3pt","Jump Shot",93.62,3.66,"Miss"
"Tasmania JackJumpers","2pt","Reverse Layup",7.11,58.99,"Miss"
"Cairns Taipans","3pt","Jump Shot",80.62,9.3,"Make"
"Tasmania JackJumpers","3pt","Jump Shot",26.9,16.16,"Miss"
"Tasmania JackJumpers","3pt","Pull Up Jump Shot",20.52,8.84,"Miss"
"Cairns Taipans","3pt","Jump Shot",69.01,64.18,"Miss"
"Tasmania JackJumpers","2pt","Turn Around Jump Shot",10.22,49.7,"Miss"
"Tasmania JackJumpers","2pt","Tip In",5,50,"Make"
"Tasmania JackJumpers","2pt","Jump Shot",13.16,51.83,"Miss"
"Tasmania JackJumpers","2pt","Jump Shot",21.18,35.52,"Miss"
"Cairns Taipans","3pt","Pull Up Jump Shot",74.9,85.67,"Miss"
"Tasmania JackJumpers","2pt","Floating Jump Shot",15.13,45.88,"Make"
"Tasmania JackJumpers","3pt","Jump Shot",22.57,8.54,"Miss"
"Tasmania JackJumpers","2pt","Layup",6.46,46.19,"Miss"
"Tasmania JackJumpers","2pt","Turn Around Jump Shot",21.42,49.39,"Miss"
"Tasmania JackJumpers","2pt","Layup",8.01,42.38,"Make"
"Tasmania JackJumpers","3pt","Jump Shot",24.04,10.67,"Miss"
"Cairns Taipans","2pt","Driving Layup",86.51,38.87,"Miss"
"Cairns Taipans","3pt","Jump Shot",77.27,90.55,"Make"
"Tasmania JackJumpers","2pt","Driving Layup",6.3,56.25,"Make"
"Cairns Taipans","3pt","Jump Shot",70.65,26.07,"Miss"
"Tasmania JackJumpers","2pt","Reverse Layup",8.01,55.03,"Miss"
"Tasmania JackJumpers","2pt","Layup",11.69,49.7,"Miss"
"Tasmania JackJumpers","2pt","Jump Shot",7.36,78.35,"Miss"
"Cairns Taipans","2pt","Hook Shot",91.17,50.76,"Make"
"Tasmania JackJumpers","3pt","Step Back Jump Shot",26.08,18.6,"Miss"
"Tasmania JackJumpers","3pt","Pull Up Jump Shot",22.98,12.65,"Miss"
"Cairns Taipans","3pt","Jump Shot",79.72,91.16,"Make"
"Tasmania JackJumpers","2pt","Layup",8.5,57.01,"Make"
"Cairns Taipans","2pt","Tip In",95,50,"Miss"
"Cairns Taipans","2pt","Alley Oop",91.66,44.21,"Miss"
"Cairns Taipans","3pt","Jump Shot",93.62,96.34,"Miss"
"Cairns Taipans","3pt","Jump Shot",72.2,74.85,"Miss"
"Tasmania JackJumpers","3pt","Jump Shot",26,22.41,"Make"
"Cairns Taipans","2pt","Layup",91.82,43.9,"Miss"
"Tasmania JackJumpers","2pt","Reverse Layup",7.52,50.15,"Make"
"Tasmania JackJumpers","2pt","Turn Around Jump Shot",14.96,39.18,"Miss"
"Tasmania JackJumpers","2pt","Layup",7.36,54.73,"Make"
"Cairns Taipans","3pt","Jump Shot",94.19,3.51,"Make"
"Cairns Taipans","2pt","Driving Layup",92.4,60.06,"Make"
"Tasmania JackJumpers","3pt","Jump Shot",6.7,96.04,"Miss"
"Cairns Taipans","3pt","Pull Up Jump Shot",30.58,34.15,"Miss"
"Tasmania JackJumpers","2pt","Jump Shot",84.96,41.62,"Make"
"Cairns Taipans","3pt","Pull Up Jump Shot",31.56,70.27,"Make"
"Tasmania JackJumpers","2pt","Driving Layup",93.54,57.77,"Make"
"Tasmania JackJumpers","2pt","Reverse Layup",92.8,47.1,"Make"
"Tasmania JackJumpers","3pt","Jump Shot",79.48,9.45,"Miss"
"Tasmania JackJumpers","2pt","Floating Jump Shot",85.12,45.12,"Miss"
"Cairns Taipans","2pt","Hook Shot",7.69,45.12,"Miss"
"Tasmania JackJumpers","2pt","Pull Up Jump Shot",92.48,80.34,"Make"
"Cairns Taipans","2pt","Pull Up Jump Shot",16.93,20.12,"Miss"
"Tasmania JackJumpers","2pt","Driving Layup",92.15,45.27,"Make"
"Cairns Taipans","3pt","Jump Shot",22.57,11.43,"Miss"
"Tasmania JackJumpers","2pt","Pull Up Jump Shot",83.97,65.4,"Make"
"Cairns Taipans","3pt","Pull Up Jump Shot",23.71,86.13,"Make"
"Cairns Taipans","3pt","Jump Shot",4.99,2.9,"Miss"
"Tasmania JackJumpers","2pt","Driving Layup",91.5,47.41,"Make"
"Tasmania JackJumpers","2pt","Hook Shot",84.06,45.58,"Make"
"Cairns Taipans","2pt","Fade Away",14.64,39.94,"Make"
"Tasmania JackJumpers","2pt","Jump Shot",91.5,43.45,"Miss"
"Cairns Taipans","2pt","Driving Layup",6.79,43.14,"Make"
"Cairns Taipans","3pt","Jump Shot",28.21,16.16,"Miss"
"Tasmania JackJumpers","2pt","Turn Around Jump Shot",91.5,56.1,"Miss"
"Cairns Taipans","3pt","Jump Shot",3.84,96.34,"Miss"
"Tasmania JackJumpers","3pt","Jump Shot",76.45,83.69,"Miss"
"Cairns Taipans","2pt","Turn Around Jump Shot",8.5,55.79,"Make"
"Tasmania JackJumpers","3pt","Jump Shot",75.88,12.5,"Make"
"Tasmania JackJumpers","3pt","Jump Shot",76.61,15.55,"Miss"
"Cairns Taipans","3pt","Pull Up Jump Shot",24.28,86.13,"Make"
"Tasmania JackJumpers","3pt","Jump Shot",78.5,87.8,"Miss"
"Cairns Taipans","2pt","Turn Around Jump Shot",11.61,34.91,"Miss"
"Tasmania JackJumpers","2pt","Driving Layup",91.25,47.41,"Make"
"Cairns Taipans","3pt","Step Back Jump Shot",25.35,84.15,"Miss"
"Tasmania JackJumpers","2pt","Step Back Jump Shot",84.06,37.2,"Miss"
"Cairns Taipans","3pt","Pull Up Jump Shot",16.68,92.84,"Miss"
"Tasmania JackJumpers","2pt","Jump Shot",89.62,40.85,"Miss"
"Tasmania JackJumpers","3pt","Jump Shot",87.16,95.27,"Miss"
"Cairns Taipans","2pt","Driving Layup",10.47,32.93,"Miss"
"Cairns Taipans","2pt","Euro Step",14.15,38.11,"Make"
"Tasmania JackJumpers","3pt","Step Back Jump Shot",76.78,87.04,"Miss"
"Cairns Taipans","2pt","Hook Shot",11.2,51.83,"Miss"
"Tasmania JackJumpers","3pt","Jump Shot",74.57,84.76,"Miss"
"Cairns Taipans","2pt","Driving Layup",13.74,64.79,"Make"
"Tasmania JackJumpers","3pt","Jump Shot",93.54,98.17,"Make"
"Cairns Taipans","2pt","Driving Layup",7.69,45.73,"Make"
"Tasmania JackJumpers","3pt","Jump Shot",83.07,96.19,"Make"
"Cairns Taipans","3pt","Jump Shot",21.42,10.37,"Miss"
"Tasmania JackJumpers","2pt","Driving Layup",90.19,44.05,"Miss"
"Tasmania JackJumpers","2pt","Jump Shot",88.96,60.06,"Miss"
"Cairns Taipans","3pt","Jump Shot",22.89,17.38,"Make"
"Tasmania JackJumpers","2pt","Dunk",92.72,55.49,"Make"
"Tasmania JackJumpers","2pt","Driving Layup",91.09,62.35,"Miss"
"Cairns Taipans","2pt","Turn Around Jump Shot",18.15,38.41,"Miss"
"Tasmania JackJumpers","2pt","Layup",92.89,45.58,"Make"
"Cairns Taipans","2pt","Layup",9.16,56.1,"Miss"
"Tasmania JackJumpers","2pt","Floating Jump Shot",86.92,37.5,"Miss"
"Cairns Taipans","3pt","Jump Shot",22.24,11.13,"Miss"
"Tasmania JackJumpers","3pt","Jump Shot",93.21,95.88,"Make"
"Cairns Taipans","3pt","Jump Shot",25.1,16.31,"Make"
"Tasmania JackJumpers","3pt","Jump Shot",73.92,11.43,"Miss"
"Cairns Taipans","2pt","Layup",12.43,37.5,"Miss"
"Cairns Taipans","2pt","Turn Around Jump Shot",7.44,33.84,"Make"
"Tasmania JackJumpers","2pt","Pull Up Jump Shot",81.36,65.55,"Miss"
"Cairns Taipans","2pt","Turn Around Jump Shot",7.28,80.64,"Make"
"Tasmania JackJumpers","2pt","Driving Layup",93.7,55.95,"Miss"
"Cairns Taipans","3pt","Jump Shot",28.78,70.58,"Miss"
"Tasmania JackJumpers","2pt","Hook Shot",89.45,46.8,"Miss"
"Cairns Taipans","3pt","Jump Shot",27.64,19.21,"Make"
"Tasmania JackJumpers","3pt","Jump Shot",77.35,13.26,"Miss"
"Cairns Taipans","2pt","Alley Oop Dunk",7.69,47.56,"Make"
"Tasmania JackJumpers","2pt","Floating Jump Shot",84.14,56.25,"Miss"
"Tasmania JackJumpers","3pt","Jump Shot",72.28,80.49,"Miss"
"Tasmania JackJumpers","3pt","Jump Shot",95.34,2.29,"Miss"
"South East Melbourne Phoenix","3pt","Pull Up Jump Shot",41.05,36.59,"Make"
"New Zealand Breakers","2pt","Layup",90.02,43.45,"Make"
"South East Melbourne Phoenix","2pt","Turn Around Jump Shot",13.25,19.05,"Miss"
"New Zealand Breakers","3pt","Jump Shot",68.03,59.45,"Miss"
"New Zealand Breakers","3pt","Step Back Jump Shot",68.77,66.01,"Miss"
"South East Melbourne Phoenix","3pt","Pull Up Jump Shot",25.51,12.04,"Miss"
"South East Melbourne Phoenix","2pt","Turn Around Jump Shot",10.3,36.13,"Miss"
"New Zealand Breakers","2pt","Driving Layup",92.15,54.12,"Make"
"South East Melbourne Phoenix","2pt","Turn Around Jump Shot",6.05,20.58,"Miss"
"New Zealand Breakers","2pt","Layup",94.93,56.25,"Miss"
"New Zealand Breakers","2pt","Driving Layup",92.15,55.95,"Make"
"South East Melbourne Phoenix","3pt","Pull Up Jump Shot",27.15,83.84,"Make"
"New Zealand Breakers","3pt","Jump Shot",93.87,2.29,"Make"
"South East Melbourne Phoenix","2pt","Turn Around Jump Shot",12.84,41.31,"Miss"
"South East Melbourne Phoenix","3pt","Jump Shot",14.64,95.73,"Make"
"New Zealand Breakers","2pt","Dunk",91.58,44.51,"Make"
"South East Melbourne Phoenix","2pt","Driving Layup",8.59,58.69,"Make"
"New Zealand Breakers","2pt","Dunk",93.05,46.49,"Make"
"New Zealand Breakers","2pt","Jump Shot",92.23,48.78,"Miss"
"New Zealand Breakers","2pt","Pull Up Jump Shot",82.58,57.47,"Miss"
"South East Melbourne Phoenix","2pt","Pull Up Jump Shot",13,81.1,"Miss"
"New Zealand Breakers","3pt","Jump Shot",92.89,4.27,"Miss"
"South East Melbourne Phoenix","3pt","Jump Shot",22.32,86.74,"Make"
"New Zealand Breakers","3pt","Jump Shot",81.93,5.79,"Miss"
"South East Melbourne Phoenix","2pt","Turn Around Jump Shot",10.06,34.15,"Miss"
"New Zealand Breakers","2pt","Jump Shot",88.96,38.41,"Miss"
"South East Melbourne Phoenix","2pt","Driving Layup",13.33,43.75,"Make"
"New Zealand Breakers","2pt","Turn Around Jump Shot",93.87,48.93,"Miss"
"South East Melbourne Phoenix","3pt","Jump Shot",8.99,3.35,"Miss"
"South East Melbourne Phoenix","3pt","Jump Shot",23.88,15.4,"Miss"
"New Zealand Breakers","3pt","Jump Shot",95.42,96.04,"Miss"
"New Zealand Breakers","3pt","Pull Up Jump Shot",82.83,6.25,"Miss"
"New Zealand Breakers","2pt","Layup",88.72,50.46,"Miss"
"South East Melbourne Phoenix","3pt","Pull Up Jump Shot",11.94,97.87,"Miss"
"New Zealand Breakers","3pt","Pull Up Jump Shot",77.84,11.13,"Miss"
"South East Melbourne Phoenix","3pt","Jump Shot",3.76,98.48,"Miss"
"New Zealand Breakers","2pt","Driving Layup",93.79,45.27,"Make"
"South East Melbourne Phoenix","3pt","Jump Shot",50.2,23.63,"Miss"
"South East Melbourne Phoenix","3pt","Jump Shot",57.65,16.01,"Miss"
"New Zealand Breakers","3pt","Jump Shot",84.55,6.55,"Miss"
"South East Melbourne Phoenix","3pt","Jump Shot",24.61,84.3,"Miss"
"South East Melbourne Phoenix","3pt","Pull Up Jump Shot",26.08,81.55,"Miss"
"New Zealand Breakers","3pt","Jump Shot",94.6,96.65,"Make"
"South East Melbourne Phoenix","2pt","Driving Layup",12.67,38.26,"Make"
"New Zealand Breakers","2pt","Driving Layup",92.56,57.32,"Miss"
"South East Melbourne Phoenix","3pt","Jump Shot",24.37,84.91,"Miss"
"New Zealand Breakers","2pt","Jump Shot",94.11,85.67,"Miss"
"New Zealand Breakers","2pt","Jump Shot",92.31,85.82,"Miss"
"South East Melbourne Phoenix","3pt","Jump Shot",42.6,10.37,"Miss"
"South East Melbourne Phoenix","3pt","Jump Shot",9.4,4.57,"Make"
"New Zealand Breakers","2pt","Driving Layup",90.43,40.4,"Make"
"New Zealand Breakers","2pt","Layup",85.77,19.21,"Miss"
"South East Melbourne Phoenix","3pt","Jump Shot",21.67,13.87,"Miss"
"New Zealand Breakers","2pt","Turn Around Jump Shot",87.41,39.63,"Miss"
"South East Melbourne Phoenix","2pt","Floating Jump Shot",10.22,62.8,"Miss"
"New Zealand Breakers","2pt","Turn Around Jump Shot",93.05,55.03,"Miss"
"South East Melbourne Phoenix","2pt","Jump Shot",2.94,16.16,"Miss"
"South East Melbourne Phoenix","3pt","Jump Shot",20.93,9.6,"Make"
"New Zealand Breakers","2pt","Driving Layup",84.3,50.46,"Miss"
"South East Melbourne Phoenix","3pt","Jump Shot",19.95,7.16,"Miss"
"South East Melbourne Phoenix","2pt","Layup",6.05,49.09,"Make"
"South East Melbourne Phoenix","3pt","Jump Shot",23.22,10.21,"Make"
"New Zealand Breakers","2pt","Driving Layup",93.05,43.14,"Make"
"South East Melbourne Phoenix","2pt","Fade Away",17.83,25.76,"Make"
"New Zealand Breakers","3pt","Jump Shot",83.4,95.58,"Miss"
"South East Melbourne Phoenix","3pt","Jump Shot",25.59,19.36,"Make"
"South East Melbourne Phoenix","3pt","Jump Shot",22.49,11.89,"Miss"
"New Zealand Breakers","3pt","Jump Shot",74.33,82.77,"Make"
"South East Melbourne Phoenix","3pt","Jump Shot",27.06,79.12,"Make"
"New Zealand Breakers","3pt","Jump Shot",76.53,87.5,"Miss"
"South East Melbourne Phoenix","2pt","Jump Shot",8.34,60.37,"Make"
"New Zealand Breakers","2pt","Dunk",89.62,48.02,"Make"
"New Zealand Breakers","2pt","Pull Up Jump Shot",83.32,38.41,"Miss"
"South East Melbourne Phoenix","3pt","Jump Shot",12.02,96.04,"Make"
"New Zealand Breakers","2pt","Driving Layup",93.21,50.3,"Make"
"New Zealand Breakers","2pt","Tip In",5,50,"Miss"
"New Zealand Breakers","2pt","Floating Jump Shot",4.91,15.24,"Miss"
"South East Melbourne Phoenix","2pt","Layup",91.82,50.46,"Make"
"New Zealand Breakers","2pt","Driving Layup",8.18,42.84,"Make"
"South East Melbourne Phoenix","2pt","Layup",93.46,57.62,"Make"
"New Zealand Breakers","2pt","Pull Up Jump Shot",21.34,60.98,"Miss"
"New Zealand Breakers","2pt","Euro Step",9.81,42.38,"Make"
"South East Melbourne Phoenix","3pt","Pull Up Jump Shot",74.41,18.6,"Miss"
"New Zealand Breakers","2pt","Tip In",5,50,"Make"
"New Zealand Breakers","2pt","Tip In",5,50,"Miss"
"New Zealand Breakers","2pt","Jump Shot",6.95,45.73,"Miss"
"New Zealand Breakers","2pt","Driving Layup",8.75,55.49,"Miss"
"South East Melbourne Phoenix","2pt","Layup",91.66,59.15,"Make"
"South East Melbourne Phoenix","2pt","Layup",89.78,40.4,"Miss"
"New Zealand Breakers","2pt","Driving Layup",7.2,56.55,"Make"
"South East Melbourne Phoenix","3pt","Jump Shot",93.05,2.9,"Miss"
"New Zealand Breakers","2pt","Driving Layup",7.11,57.47,"Make"
"South East Melbourne Phoenix","2pt","Driving Layup",90.02,56.86,"Make"
"New Zealand Breakers","2pt","Turn Around Jump Shot",16.19,48.02,"Make"
"South East Melbourne Phoenix","2pt","Driving Layup",94.44,44.36,"Make"
"South East Melbourne Phoenix","3pt","Pull Up Jump Shot",67.87,26.83,"Miss"
"New Zealand Breakers","2pt","Step Back Jump Shot",18.97,66.31,"Miss"
"New Zealand Breakers","2pt","Driving Layup",9.65,43.6,"Make"
"South East Melbourne Phoenix","3pt","Jump Shot",74.65,16.16,"Make"
"South East Melbourne Phoenix","3pt","Jump Shot",90.19,97.56,"Miss"
"New Zealand Breakers","3pt","Jump Shot",5.23,97.56,"Miss"
"South East Melbourne Phoenix","2pt","Jump Shot",87.65,38.41,"Miss"
"New Zealand Breakers","2pt","Reverse Layup",5.89,43.29,"Miss"
"South East Melbourne Phoenix","2pt","Driving Layup",92.72,44.97,"Make"
"New Zealand Breakers","3pt","Jump Shot",31.64,47.1,"Miss"
"South East Melbourne Phoenix","3pt","Pull Up Jump Shot",70.48,73.17,"Miss"
"New Zealand Breakers","3pt","Jump Shot",26,16.62,"Miss"
"New Zealand Breakers","2pt","Dunk",9.57,41.77,"Miss"
"South East Melbourne Phoenix","2pt","Layup",88.23,52.29,"Miss"
"New Zealand Breakers","2pt","Driving Layup",7.2,47.1,"Make"
"South East Melbourne Phoenix","2pt","Hook Shot",92.72,62.2,"Miss"
"New Zealand Breakers","2pt","Turn Around Jump Shot",8.91,39.94,"Make"
"South East Melbourne Phoenix","2pt","Jump Shot",87.98,24.54,"Miss"
"New Zealand Breakers","2pt","Euro Step",7.69,42.99,"Make"
"South East Melbourne Phoenix","3pt","Jump Shot",88.88,4.88,"Miss"
"New Zealand Breakers","3pt","Floating Jump Shot",52.98,28.66,"Miss"
"South East Melbourne Phoenix","2pt","Dunk",93.3,46.04,"Make"
"South East Melbourne Phoenix","3pt","Jump Shot",72.12,87.04,"Make"
"New Zealand Breakers","2pt","Pull Up Jump Shot",18.32,78.05,"Miss"
"South East Melbourne Phoenix","3pt","Jump Shot",80.29,92.68,"Make"
"New Zealand Breakers","2pt","Driving Layup",8.26,46.34,"Make"
"New Zealand Breakers","2pt","Driving Layup",9.73,44.66,"Make"
"South East Melbourne Phoenix","2pt","Pull Up Jump Shot",80.54,18.9,"Make"
"South East Melbourne Phoenix","3pt","Pull Up Jump Shot",69.99,68.14,"Miss"
"New Zealand Breakers","3pt","Jump Shot",6.05,4.12,"Make"
"New Zealand Breakers","2pt","Layup",6.21,44.82,"Make"
"South East Melbourne Phoenix","2pt","Turn Around Jump Shot",93.7,44.66,"Make"
"New Zealand Breakers","2pt","Turn Around Jump Shot",7.11,57.32,"Miss"
"South East Melbourne Phoenix","2pt","Pull Up Jump Shot",82.09,63.57,"Make"
"New Zealand Breakers","3pt","Jump Shot",26.17,83.99,"Miss"
"South East Melbourne Phoenix","3pt","Jump Shot",94.11,97.71,"Miss"
"New Zealand Breakers","2pt","Layup",5.48,49.24,"Make"
"South East Melbourne Phoenix","3pt","Jump Shot",96.24,97.1,"Make"
"New Zealand Breakers","2pt","Driving Layup",8.42,42.23,"Miss"
"New Zealand Breakers","3pt","Step Back Jump Shot",20.03,90.09,"Miss"
"South East Melbourne Phoenix","2pt","Layup",93.79,56.71,"Make"
"New Zealand Breakers","2pt","Pull Up Jump Shot",22.4,68.14,"Miss"
"South East Melbourne Phoenix","2pt","Driving Layup",94.11,45.58,"Make"
"New Zealand Breakers","2pt","Turn Around Jump Shot",8.91,43.6,"Miss"
"South East Melbourne Phoenix","3pt","Pull Up Jump Shot",75.8,16.16,"Miss"
"New Zealand Breakers","2pt","Driving Layup",8.34,42.68,"Miss"
"South East Melbourne Phoenix","2pt","Driving Layup",93.3,55.95,"Miss"
"South East Melbourne Phoenix","3pt","Jump Shot",95.26,4.88,"Miss"
"New Zealand Breakers","2pt","Layup",7.36,41.92,"Make"
"New Zealand Breakers","2pt","Turn Around Jump Shot",12.84,47.56,"Miss"
"New Zealand Breakers","2pt","Turn Around Jump Shot",7.44,43.14,"Miss"
"New Zealand Breakers","3pt","Jump Shot",22.49,10.52,"Miss"
"South East Melbourne Phoenix","3pt","Jump Shot",84.96,5.64,"Miss"
"New Zealand Breakers","3pt","Jump Shot",24.61,17.68,"Miss"
"New Zealand Breakers","3pt","Jump Shot",4.91,97.56,"Miss"
"South East Melbourne Phoenix","2pt","Jump Shot",91.5,43.29,"Make"
"South East Melbourne Phoenix","3pt","Jump Shot",73.59,16.92,"Miss"
"South East Melbourne Phoenix","3pt","Jump Shot",76.53,8.54,"Miss"
"New Zealand Breakers","3pt","Jump Shot",15.21,4.42,"Make"
"Sydney Kings","2pt","Dunk",88.39,49.7,"Make"
"Melbourne United","3pt","Jump Shot",22.49,6.86,"Miss"
"Sydney Kings","3pt","Pull Up Jump Shot",73.26,18.9,"Miss"
"Melbourne United","3pt","Jump Shot",29.35,73.48,"Miss"
"Melbourne United","3pt","Jump Shot",25.59,82.01,"Miss"
"Melbourne United","3pt","Jump Shot",25.35,17.99,"Miss"
"Sydney Kings","3pt","Jump Shot",96.32,4.12,"Miss"
"Sydney Kings","3pt","Jump Shot",84.71,94.66,"Miss"
"Melbourne United","3pt","Pull Up Jump Shot",24.45,83.08,"Miss"
"Sydney Kings","3pt","Jump Shot",95.09,3.66,"Miss"
"Melbourne United","3pt","Jump Shot",5.48,4.12,"Miss"
"Sydney Kings","3pt","Pull Up Jump Shot",68.77,39.79,"Make"
"Melbourne United","3pt","Jump Shot",32.79,54.73,"Miss"
"Sydney Kings","3pt","Jump Shot",67.05,58.23,"Miss"
"Sydney Kings","2pt","Pull Up Jump Shot",94.03,63.57,"Miss"
"Melbourne United","2pt","Jump Shot",11.12,15.09,"Miss"
"Sydney Kings","2pt","Layup",95.91,39.02,"Make"
"Melbourne United","3pt","Pull Up Jump Shot",29.11,74.09,"Miss"
"Sydney Kings","2pt","Pull Up Jump Shot",84.06,58.69,"Make"
"Sydney Kings","2pt","Driving Layup",91.5,38.11,"Miss"
"Melbourne United","2pt","Turn Around Jump Shot",13.9,50.76,"Make"
"Sydney Kings","3pt","Jump Shot",70.32,78.81,"Miss"
"Melbourne United","3pt","Jump Shot",27.88,83.38,"Miss"
"Sydney Kings","2pt","Driving Layup",92.72,55.95,"Make"
"Melbourne United","3pt","Jump Shot",18.32,91.77,"Miss"
"Sydney Kings","2pt","Pull Up Jump Shot",79.97,25.3,"Make"
"Melbourne United","2pt","Pull Up Jump Shot",26,68.6,"Miss"
"Sydney Kings","3pt","Jump Shot",74.33,20.88,"Miss"
"Melbourne United","2pt","Layup",8.26,33.38,"Miss"
"Sydney Kings","2pt","Driving Layup",90.76,41.01,"Miss"
"Sydney Kings","2pt","Layup",92.56,61.89,"Make"
"Melbourne United","2pt","Layup",7.44,38.72,"Make"
"Sydney Kings","2pt","Turn Around Jump Shot",85.45,67.99,"Miss"
"Melbourne United","2pt","Pull Up Jump Shot",8.5,22.41,"Make"
"Melbourne United","3pt","Jump Shot",17.01,6.86,"Make"
"Sydney Kings","3pt","Pull Up Jump Shot",71.22,18.6,"Miss"
"Melbourne United","2pt","Step Back Jump Shot",25.84,59.3,"Make"
"Sydney Kings","2pt","Layup",95.99,38.72,"Miss"
"Melbourne United","3pt","Jump Shot",8.09,3.51,"Miss"
"Sydney Kings","3pt","Jump Shot",72.61,19.97,"Make"
"Sydney Kings","3pt","Pull Up Jump Shot",70.24,27.29,"Miss"
"Sydney Kings","3pt","Pull Up Jump Shot",70.97,73.48,"Miss"
"Sydney Kings","2pt","Pull Up Jump Shot",84.71,39.63,"Miss"
"Sydney Kings","3pt","Jump Shot",68.68,40.7,"Miss"
"Melbourne United","3pt","Step Back Jump Shot",30.99,42.07,"Miss"
"Melbourne United","2pt","Tip In",5,50,"Make"
"Melbourne United","2pt","Driving Layup",9.16,45.58,"Miss"
"Sydney Kings","2pt","Driving Layup",92.07,60.06,"Make"
"Melbourne United","2pt","Layup",6.62,40.24,"Make"
"Sydney Kings","2pt","Pull Up Jump Shot",80.05,53.81,"Make"
"Melbourne United","2pt","Layup",5.81,58.23,"Make"
"Melbourne United","2pt","Driving Layup",8.09,51.68,"Miss"
"Sydney Kings","2pt","Pull Up Jump Shot",77.92,61.28,"Miss"
"Melbourne United","2pt","Turn Around Jump Shot",11.53,55.18,"Make"
"Sydney Kings","3pt","Pull Up Jump Shot",72.12,18.6,"Miss"
"Melbourne United","2pt","Layup",5.4,40.09,"Make"
"Melbourne United","2pt","Driving Layup",9.24,49.24,"Make"
"Sydney Kings","2pt","Layup",89.04,46.19,"Make"
"Sydney Kings","2pt","Turn Around Jump Shot",93.3,35.21,"Miss"
"Melbourne United","2pt","Pull Up Jump Shot",23.88,65.4,"Make"
"Melbourne United","2pt","Pull Up Jump Shot",21.5,47.71,"Miss"
"Sydney Kings","2pt","Layup",92.56,39.33,"Make"
"Sydney Kings","2pt","Layup",94.6,39.79,"Miss"
"Melbourne United","3pt","Jump Shot",25.76,18.14,"Miss"
"Sydney Kings","2pt","Jump Shot",89.37,33.08,"Miss"
"Sydney Kings","2pt","Driving Layup",88.23,51.68,"Miss"
"Melbourne United","2pt","Layup",9.16,42.07,"Make"
"Sydney Kings","2pt","Driving Layup",92.23,39.79,"Make"
"Melbourne United","3pt","Jump Shot",33.12,49.39,"Miss"
